Tópico,Palavras,Pesos
133,"perdi, perde, talvez, escolha, voce, abaixe, silenciado, invencivel, recolocaram, degdeg","[0.0524, 0.0239, 0.0225, 0.0225, 0.0212, 0.0204, 0.0204, 0.0204, 0.0199, 0.0199]"
134,"lusimar, augustinho, br153, 54732107168, fechei, mantermos, criamos, quantia, solicitar, boa","[0.1586, 0.1532, 0.0867, 0.0867, 0.0861, 0.0849, 0.0828, 0.0779, 0.0779, 0.076]"
135,"obs, turno, votado, barreto, pesquisas, repente, votos, intencao, ponderada, 98","[0.035, 0.0302, 0.0262, 0.0205, 0.0187, 0.0186, 0.0178, 0.0175, 0.0164, 0.016]"
136,"satanista, natura, satanas, diabo, carnica, kayne, defenderia, temia, ousaria, perguntado","[0.0801, 0.0565, 0.0516, 0.0366, 0.0248, 0.022, 0.022, 0.0209, 0.0209, 0.0209]"
137,"vigilia, importa, retumbante, vosso, ceus, perdoai, livrainos, deixeis, ofendido, perdoamos","[0.0376, 0.0374, 0.0341, 0.032, 0.0276, 0.0255, 0.0253, 0.025, 0.0249, 0.0248]"
138,"natura, yahoo, boicotar, empreendedor, aguenta, comprem, porcarias, apoia, resposta, conservadores","[0.2561, 0.1608, 0.1595, 0.1526, 0.1225, 0.1177, 0.1148, 0.0992, 0.0944, 0.0916]"
139,"vigilia, importa, vosso, ceus, perdoai, livrainos, deixeis, ofendido, perdoamos, avise","[0.1011, 0.1005, 0.086, 0.0847, 0.0687, 0.0681, 0.0673, 0.067, 0.0666, 0.0663]"
140,"sbt, audiencia, participar, 30h, estourar, espectadores, reunir, ola, sexta, 21","[0.2045, 0.1413, 0.128, 0.096, 0.0898, 0.0889, 0.086, 0.0848, 0.0824, 0.0802]"
141,"enquanto, progressista, europa, beneficios, petroleo, provava, ultimos, gas, desemprego, economia","[0.0626, 0.0441, 0.0393, 0.0374, 0.0342, 0.0308, 0.0268, 0.0266, 0.0266, 0.0247]"
142,"malignos, louvado, planos, facebook, assistir, clicar, alegar, colar, link, pra","[0.1432, 0.0955, 0.0949, 0.0931, 0.0881, 0.086, 0.0759, 0.0661, 0.0628, 0.0604]"
143,"fundou, reunioes, descobriu, bloco, sonho, revela, conseguir, transformar, realizar, parece","[0.1469, 0.1292, 0.1258, 0.1186, 0.1115, 0.1054, 0.0999, 0.0966, 0.0936, 0.0873]"
144,"twitter, conservadoras, rapper, instagram, kanye, west, parler, privado, dm, comunica","[0.1143, 0.0768, 0.0744, 0.0695, 0.0679, 0.0647, 0.0616, 0.0597, 0.0526, 0.0507]"
145,"bandeira, vermelha, jamais, acreditamos, aceitamos, heleno, certo, continuemos, governado, firmes","[0.1271, 0.0816, 0.0717, 0.0675, 0.0658, 0.0654, 0.0649, 0.0646, 0.0535, 0.0531]"
146,"pare, minutos, esforco, primeiro, divulguem, apoderar, herculeo, egregora, 21, suficientes","[0.0497, 0.0435, 0.0394, 0.037, 0.0344, 0.0316, 0.0316, 0.0312, 0.0308, 0.0294]"
147,"pl, deputado, republicanos, ptb, pp, estadual, senador, 2210, psc, coronel","[0.1459, 0.0549, 0.0516, 0.0505, 0.0402, 0.0331, 0.0327, 0.0311, 0.0303, 0.0299]"
148,"sabedoria, proverbios, tolos, desprezam, temor, pecaa, bible, nvt, eterna, vida","[0.0733, 0.061, 0.0427, 0.0412, 0.0332, 0.0312, 0.0302, 0.0284, 0.026, 0.0252]"
149,"pras, ruas, sujeito, mimimi, conforto, gente, internet, zona, ontem, cara","[0.0425, 0.0274, 0.0211, 0.02, 0.0191, 0.0181, 0.0168, 0.0156, 0.0155, 0.0149]"
150,"ministra, damares, michele, dama, assembleia, kerux, ministro, escute, apelo, forte","[0.0996, 0.0967, 0.0924, 0.0915, 0.085, 0.0573, 0.0547, 0.0444, 0.0321, 0.0321]"
151,"poderaopovo, missa, ataca, bolsonarista, armamento, padre, rezar, video, frankstein, durante","[0.1547, 0.1508, 0.1348, 0.1214, 0.1152, 0.1111, 0.0786, 0.0754, 0.0683, 0.0632]"
152,"terrabrasilnoticias, assinada, concessao, renovacao, acaba, estepe, furou, globo, maos, aproveite","[0.3329, 0.218, 0.1679, 0.1426, 0.1347, 0.1056, 0.1056, 0.0991, 0.0922, 0.091]"
153,"defender, ameaco, uniram, sempre, perceberam, falsas, democracia, passado, escolha, sistema","[0.0282, 0.0241, 0.0238, 0.0236, 0.022, 0.0218, 0.0181, 0.0175, 0.0174, 0.0173]"
154,"censurar, tse, estadao, aprendem, disse, limites, exige, nenhuma, jornal, candidatura","[0.0477, 0.0419, 0.0336, 0.03, 0.0283, 0.0278, 0.0276, 0.0266, 0.0245, 0.0236]"
155,"luiz, inacio, estudamos, preocupa, irmas, mae, perdi, ia, universidade, voce","[0.0633, 0.0565, 0.0389, 0.036, 0.0334, 0.0333, 0.0304, 0.0298, 0.0281, 0.0266]"
156,"debate, amem, sabedoria, grobolixo, cascas, ironias, encarecidamente, sustentalo, sugiro, perguntas","[0.066, 0.0624, 0.0534, 0.053, 0.0495, 0.0495, 0.0495, 0.0489, 0.0487, 0.0459]"
157,"abraao, terra, noe, disse, arca, camelos, mulher, senhor, genesis, eis","[0.0496, 0.0477, 0.0446, 0.0321, 0.0309, 0.0295, 0.0284, 0.0272, 0.0267, 0.0259]"
158,"51622, serio, gentee, meesmooo, acorrdeemmm, sensato, video, levem, tig, santos0826","[0.1019, 0.0876, 0.0793, 0.0793, 0.0793, 0.0764, 0.0688, 0.0586, 0.0555, 0.0555]"
159,"sede, militar, regiao, comando, avenida, mail, forcas, passeata, aceitaremos, vermelho","[0.0366, 0.0292, 0.0285, 0.0283, 0.0268, 0.0265, 0.0259, 0.0249, 0.0249, 0.0248]"
160,"noticias, operacao, setembro, policia, mundial, dia, ucrania, mil, inflacao, milhoes","[0.0102, 0.0095, 0.0088, 0.0083, 0.008, 0.0079, 0.0078, 0.0076, 0.0076, 0.0074]"
161,"imensamente, links, grupos, roupas, venda, entrar, puder, solteira, femininas, ddds","[0.139, 0.1379, 0.1315, 0.1309, 0.1098, 0.093, 0.0911, 0.083, 0.083, 0.083]"
162,"bandido, xuxa, bandidos, bando, olha, armados, vamdalos, joinha, cabeludas, gritavam","[0.0495, 0.0491, 0.0491, 0.0407, 0.0371, 0.036, 0.0329, 0.0329, 0.0329, 0.0329]"
163,"vigilante, maicomdionisio, votados, curtida, ative, inscrevase, porte, faixa, nivel, arma","[0.2771, 0.261, 0.1548, 0.1378, 0.1305, 0.1232, 0.12, 0.1076, 0.0939, 0.0897]"
164,"primeiraministra, renuncia, liz, truss, unido, cargo, pensandodireita, reino, tbn, assista","[0.4208, 0.3913, 0.3409, 0.3409, 0.2641, 0.2468, 0.211, 0.192, 0.121, 0.1162]"
165,"escolhendo, terrabrasilnoticias, predador, aparelhado, sindical, regime, politico, pcc, juridico, candidato","[0.1154, 0.0856, 0.0679, 0.0671, 0.0667, 0.0574, 0.0561, 0.0543, 0.0539, 0.0526]"
166,"excluir, legalizacao, profamilia, iguais, pedofilia, agradar, opiniao, contra, cota, raca","[0.0776, 0.0774, 0.0556, 0.0525, 0.0506, 0.049, 0.0486, 0.0479, 0.0479, 0.0472]"
167,"sunday, good, morning, happy, acima, noite, boa, bom, tudo, 0h00","[0.144, 0.1398, 0.1192, 0.118, 0.1106, 0.0842, 0.0816, 0.0718, 0.0436, 0.0425]"
168,"qg, ffaa, dizer, divulgadas, bandeira, brasilh, intervencao, ordem, alcoolica, manifestantes","[0.0514, 0.0451, 0.0449, 0.0404, 0.0385, 0.0369, 0.036, 0.0357, 0.0312, 0.031]"
169,"implante, assistir, clicar, louvado, conseguiremos, quarteis, link, frente, impedimos, pra","[0.2119, 0.1662, 0.1622, 0.1562, 0.1538, 0.1462, 0.1184, 0.1126, 0.1106, 0.1097]"
170,"teixeira, varig, christiano, carne, zanin, martins, roberto, valeska, lap, chan","[0.0848, 0.0722, 0.053, 0.0416, 0.0379, 0.0371, 0.0349, 0.0306, 0.0306, 0.03]"
171,"18h30, vizualizacoes, viraliza, ltda, daqui, divulgue, inteligencia, podcast, bater, pouco","[0.216, 0.2143, 0.2095, 0.1828, 0.1412, 0.1399, 0.12, 0.1195, 0.1148, 0.1052]"
172,"lula, meirelles, pode, equilibrio, virada, responde, grande, dilma, direita, foro","[0.0282, 0.0275, 0.0231, 0.0227, 0.0208, 0.0204, 0.0199, 0.0191, 0.0188, 0.0186]"
173,"deus, apresrnta, limitase, tardara, 2cronicas, resista, cadeirante, botas, desamparado, 1samuel","[0.0533, 0.0492, 0.0492, 0.0454, 0.0454, 0.0432, 0.0417, 0.0417, 0.0405, 0.0405]"
174,"20, phone, 91, 92, 55, 127, 155, 9825, 778, 3428","[0.0541, 0.0508, 0.0361, 0.0312, 0.0297, 0.029, 0.0245, 0.0193, 0.0193, 0.0193]"
175,"curtida, ative, maicomdionisio, inscrevase, protesto, tags, direita, youtube, video, comentario","[0.0672, 0.0637, 0.0637, 0.0601, 0.0579, 0.0512, 0.0511, 0.0497, 0.0485, 0.0446]"
176,"dia, setembro, noticias, nacional, banco, ano, voo, mundial, matando, rio","[0.014, 0.0103, 0.01, 0.0087, 0.0082, 0.0081, 0.0081, 0.0077, 0.0075, 0.0074]"
177,"transportadoras, aderiram, veiculos, diesel, auto, frizon, borgno, magnabosco, nelomuceno, transval","[0.0416, 0.0268, 0.0259, 0.0241, 0.0238, 0.0237, 0.0237, 0.0237, 0.0237, 0.0237]"
178,"nescessario, mossoro, patriotas, cada, intervencao, diplomacao, fileiras, oliva, acampados, quarteis","[0.0699, 0.063, 0.0416, 0.0406, 0.0394, 0.0365, 0.036, 0.0357, 0.0353, 0.0344]"
179,"levantem, desistam, acima, multiplicarao, desisitir, inconformados, reagrupar, gente, ruas, vamos","[0.0357, 0.0266, 0.0254, 0.0244, 0.0233, 0.0233, 0.0233, 0.0217, 0.0216, 0.0209]"
180,"almenara, cand, mui, opiniao, 1x, propositivo, apresentese, add, dizemos, minas","[0.0633, 0.0463, 0.0436, 0.0321, 0.0282, 0.0264, 0.0264, 0.0264, 0.0256, 0.0254]"
181,"ministerio, secretaria, desenvolvimento, presidencia, marcio, definir, aurelio, general, carvalho, jorge","[0.2194, 0.0962, 0.039, 0.0375, 0.0354, 0.0348, 0.0341, 0.0326, 0.0293, 0.0287]"
182,"presidentequefaz, sarah, bolsonaropresidente2022, alcancar, jovens, instagram, divulgue, postarei, patriota, contando","[0.1121, 0.1093, 0.0908, 0.0858, 0.085, 0.082, 0.0743, 0.0607, 0.0579, 0.0548]"
183,"defendemos, subsistira, candidatos, citar, igrejas, escolhidos, profecia, partidos, assuntos, casamento","[0.037, 0.0278, 0.0265, 0.026, 0.0259, 0.0243, 0.0225, 0.0211, 0.0209, 0.02]"
184,"clama, permita, anjos, votarmos, fazemos, cubro, ti, crendo, perfeita, implorar","[0.0639, 0.0601, 0.0522, 0.0504, 0.0461, 0.046, 0.0448, 0.0427, 0.0399, 0.0382]"
185,"avaaz, evangelicos, levantam, oramos, ditadura, catolica, votemos, assine, defendemos, email","[0.0557, 0.0458, 0.0342, 0.028, 0.0227, 0.0205, 0.0205, 0.0203, 0.0201, 0.0198]"
186,"salmos, dormirei, deitarei, reparador, fazes, repousar, gloriosa, sono, le, paz","[0.2024, 0.1684, 0.1684, 0.1627, 0.1591, 0.1591, 0.1482, 0.1428, 0.1377, 0.1257]"
187,"rua, vigilantes, cacs, pra, curtida, extensao, maicomdionisio, ative, youtube, inscrevase","[0.3055, 0.1616, 0.1555, 0.1212, 0.0745, 0.0737, 0.0705, 0.0705, 0.0691, 0.0666]"
188,"tse, urnas, eleicoes, sr, vitoria, resultado, acordado, confirmando, rede, pt","[0.0224, 0.0216, 0.0205, 0.0188, 0.0173, 0.0171, 0.0156, 0.0155, 0.0154, 0.015]"
189,"aperte, notificacoes, encaminhe, unirmos, flow, dobro, sininho, dantas, claudio, podcast","[0.0892, 0.0883, 0.0882, 0.0876, 0.0871, 0.0866, 0.0849, 0.0827, 0.0825, 0.08]"
190,"escravos, cada, alerta, projetam, destinos, decidiremos, bisnetos, caminhoneiro, livres, possamos","[0.1639, 0.1166, 0.1116, 0.1066, 0.1056, 0.1007, 0.0958, 0.0942, 0.0815, 0.0729]"
191,"povo, cansei, prefeito, exigir, achei, voces, morar, parem, judicial, virarmos","[0.0234, 0.0224, 0.0192, 0.0177, 0.0176, 0.0174, 0.0172, 0.0169, 0.0162, 0.0159]"
192,"vazios, tire, parte, manha, aglomeracao, sincronizada, excessiva, bu, abrem, calmaria","[0.0717, 0.0501, 0.0494, 0.0436, 0.0409, 0.0409, 0.0403, 0.0398, 0.0398, 0.0394]"
193,"levou, data, dias, persistencia, segurar, conhecia, exito, paralisacao, marcha, 15","[0.1268, 0.1249, 0.1199, 0.1006, 0.0905, 0.0841, 0.0783, 0.0763, 0.0748, 0.0741]"
194,"boslonaro2, silvanoeadonir, aleciocqcentretenimento, cantando, audio, teras, compartilhe, acima, ouca, oucam","[0.2098, 0.2098, 0.1854, 0.163, 0.1444, 0.0689, 0.0641, 0.0559, 0.0541, 0.04]"
195,"fraude, fraudes, juros, facil, combateu, quisessem, tramada, providenciando, diplomas, agiotas","[0.0887, 0.0595, 0.0581, 0.0474, 0.0392, 0.0365, 0.0365, 0.0365, 0.0365, 0.0365]"
196,"acontecendo, nom, 2030, defendendo, claro, internacional, socialista, bem, escravidao, guerra","[0.0347, 0.0339, 0.0223, 0.0213, 0.0204, 0.0192, 0.0183, 0.0177, 0.0171, 0.0167]"
197,"vamos, votos, vivas, etc, economia, criticas, mostrar, dados, contrario, somas","[0.0399, 0.0292, 0.0282, 0.0276, 0.0267, 0.0213, 0.0206, 0.0179, 0.0178, 0.0169]"
198,"almeida, prefeito, manaus, david, planaltina, incentivos, zona, amazonas, apoiando, jair","[0.1777, 0.1668, 0.1594, 0.1121, 0.0748, 0.0726, 0.0532, 0.0512, 0.05, 0.0473]"
199,"arrecadando, c0e7f404bd4e4729b1f1f86359c669e5, mantimentos, otimo, manifestantes, pros, democracia, irmaos, manifestacoes, devendendo","[0.0972, 0.0972, 0.0895, 0.0655, 0.0575, 0.0563, 0.0485, 0.0463, 0.0437, 0.0437]"
200,"ditadura, procurar, argentina, terras, mst, tirando, comida, mamao, reciclavel, improdutivas","[0.0663, 0.0646, 0.0601, 0.06, 0.057, 0.0531, 0.0493, 0.0444, 0.0444, 0.0441]"
201,"implementar, garantir, reduzir, medidas, seguranca, isencao, desoneracao, produtividade, modernizacao, irpf","[0.0424, 0.0292, 0.0254, 0.0226, 0.0224, 0.0222, 0.0217, 0.0213, 0.021, 0.0208]"
202,"espere, tres, coisas, arrumada, colesterol, triglicerides, nozes, farinaceos, legumes, arterial","[0.2278, 0.0696, 0.0683, 0.0549, 0.0549, 0.0549, 0.0549, 0.0549, 0.0549, 0.0549]"
203,"baixinho, consagro, diga, ideia, miguel, senhora, urna, lugar, votar, compartilhe","[0.3691, 0.3515, 0.2805, 0.2593, 0.2357, 0.2228, 0.2036, 0.1611, 0.1539, 0.1163]"
204,"fomer, doi, comer, nada, pra, filhos, misericordia, restinho, coracao, comeram","[0.2291, 0.2032, 0.1217, 0.1194, 0.1088, 0.0873, 0.0855, 0.0775, 0.0722, 0.0707]"
205,"confessara, dobrara, live, vivo, presidencial, joelho, divulgue, debate, romanos, lingua","[0.1358, 0.1333, 0.1189, 0.1186, 0.1119, 0.1036, 0.1, 0.0904, 0.0864, 0.0854]"
206,"assado, ndeg3061, tambaqui, 988300454, fritos, assados, mapara, saborosos, porcoes, delivery","[0.2902, 0.1647, 0.1647, 0.1647, 0.1647, 0.1647, 0.1647, 0.163, 0.1615, 0.161]"
207,"vigilia, avise, quebrar, vosso, ceus, puder, deixeis, ofendido, perdoamos, santificado","[0.1183, 0.0975, 0.0942, 0.0805, 0.0736, 0.0679, 0.063, 0.0627, 0.0624, 0.0621]"
208,"demonio, siiiim, indefeso, maledicencia, protegem, invisivel, vencera, maldade, inferno, vampiros","[0.12, 0.113, 0.1006, 0.0927, 0.0912, 0.0806, 0.0685, 0.0671, 0.0663, 0.0612]"
209,"manifestacao, direito, subindo, manifestantes, caso, silencio, advogado, carros, passagem, pq","[0.0311, 0.0288, 0.0277, 0.0269, 0.0269, 0.0267, 0.0242, 0.0225, 0.0223, 0.0217]"
210,"glorias, determino, enterrar, amem, deus, poderoso, desatara, gloria, honre, salvador","[0.2238, 0.0882, 0.0809, 0.0686, 0.0649, 0.0611, 0.06, 0.0564, 0.0508, 0.0508]"
211,"perua, brindada, pan, passando, jovem, ceu, gracas, ouca, kk, meeu","[0.1717, 0.1717, 0.0865, 0.0833, 0.077, 0.07, 0.0695, 0.069, 0.0675, 0.0651]"
212,"manterei, sairei, 878, concorrido, espairecer, dediquei, dedicar, agradecimentos, mestrado, concluir","[0.063, 0.063, 0.063, 0.063, 0.0619, 0.0619, 0.061, 0.061, 0.0579, 0.0552]"
